config,instance,severity,method,policy_source,seed,total_cost,departed,cpu,breakdown_count
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,16,3661.6392,17,215.3905,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,17,3508.6306,17,206.39,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,18,3597.1018,18,199.839,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,19,3551.2882,17,208.8993,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,20,3772.7152,22,171.4871,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,21,3784.4032,23,164.5393,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,22,3771.4166,22,171.428,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,23,3425.8012,17,201.5177,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,24,3474.3094,18,193.0172,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,25,4106.9928,24,171.1247,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,26,3699.2862,19,194.6993,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,27,3800.3386,19,200.0178,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,28,3825.3224,24,159.3884,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,29,3935.8918,23,171.1257,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,30,3696.7006,20,184.835,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,31,3537.241,19,186.1706,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,32,3700.624,21,176.2202,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,33,3331.7442,14,237.9817,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,34,3722.7574,20,186.1379,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,35,3739.7034,19,196.8265,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,36,3441.7276,17,202.4546,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,37,3741.9052,19,196.9424,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,38,3561.1252,17,209.478,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,39,3936.152,19,207.1659,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,40,3670.3048,21,174.7764,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,41,3558.5006,17,209.3236,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,42,3629.487,19,191.0256,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,43,3679.3604,22,167.2437,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,44,3783.826,20,189.1913,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,45,3808.596,24,158.6915,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,46,3933.4908,21,187.3091,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,47,3316.4588,13,255.1122,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,48,3495.4034,15,233.0269,
j10c5b1__A090.json,j10c5b1,A090,LeastUtilised,ns:baselines.run_episode,49,3697.026,21,176.0489,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,0,3536.7088,19,186.1426,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,1,3664.1812,22,166.5537,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,2,3726.865,21,177.4698,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,3,3459.806,17,203.518,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,4,3397.4426,16,212.3402,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,5,3452.5294,18,191.8072,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,6,3316.8708,15,221.1247,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,7,3757.4108,23,163.3657,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,8,3840.9948,19,202.1576,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,9,3157.3208,13,242.8708,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,10,3467.8242,19,182.5171,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,11,3740.7012,22,170.0319,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,12,3189.9442,11,289.9949,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,13,3749.9588,22,170.4527,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,14,3261.0362,14,232.9312,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,15,3214.9044,13,247.3003,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,16,3481.971,17,204.8218,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,17,3286.5624,15,219.1042,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,18,3799.9604,23,165.2157,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,19,3283.0364,17,193.1198,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,20,3630.1096,23,157.8309,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,21,3451.053,18,191.7252,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,22,3863.3676,24,160.9737,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,23,3533.9608,18,196.3312,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,24,3428.2182,19,180.4325,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,25,3747.7398,22,170.3518,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,26,3592.6048,19,189.0845,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,27,3522.245,19,185.3813,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,28,3600.4748,22,163.6579,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,29,3816.7624,24,159.0318,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,30,3419.7092,15,227.9806,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,31,3626.3548,21,172.6836,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,32,3626.2836,18,201.4602,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,33,3600.8176,18,200.0454,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,34,3688.7404,18,204.93,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,35,3542.6136,17,208.389,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,36,3349.8978,17,197.0528,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,37,3756.8198,21,178.8962,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,38,3584.211,18,199.1228,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,39,3872.7518,20,193.6376,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,40,3830.6172,20,191.5309,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,41,3418.728,17,201.1016,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,42,3536.6844,18,196.4825,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,43,3539.887,19,186.3098,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,44,3807.5746,21,181.3131,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,45,3642.2062,23,158.3568,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,46,3647.7024,21,173.7001,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,47,3302.401,13,254.0308,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,48,3171.7136,13,243.978,
j10c5b1__A090.json,j10c5b1,A090,RoundRobin,ns:baselines.run_episode,49,3645.8336,21,173.6111,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,0,3449.9776,14,246.427,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,1,3299.8252,13,253.8327,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,2,3623.3748,17,213.1397,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,3,3488.546,15,232.5697,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,4,3050.2964,10,305.0296,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,5,3387.882,14,241.9916,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,6,3532.9888,14,252.3563,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,7,3545.3772,17,208.5516,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,8,3542.5004,12,295.2084,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,9,3185.9844,12,265.4987,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,10,3415.2424,15,227.6828,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,11,3579.7604,13,275.3662,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,12,3055.2856,9,339.4762,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,13,3555.0176,14,253.9298,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,14,3560.9172,14,254.3512,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,15,3403.706,12,283.6422,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,16,3680.8488,13,283.1422,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,17,3353.3448,12,279.4454,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,18,3465.1912,16,216.5745,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,19,3511.1644,15,234.0776,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,20,3833.2784,17,225.487,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,21,3226.3988,15,215.0933,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,22,3625.2576,13,278.866,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,23,3327.5496,14,237.6821,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,24,3427.518,16,214.2199,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,25,3747.6022,14,267.6859,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,26,3367.3328,11,306.1212,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,27,3337.6728,12,278.1394,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,28,3542.0476,16,221.378,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,29,3874.5608,15,258.3041,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,30,3206.3784,11,291.4889,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,31,3614.0704,13,278.0054,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,32,3114.0756,12,259.5063,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,33,3197.7278,14,228.4091,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,34,3346.1308,13,257.3947,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,35,3369.0004,14,240.6429,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,36,3214.3036,14,229.5931,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,37,3754.2572,13,288.789,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,38,3313.6356,15,220.909,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,39,3619.172,16,226.1983,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,40,3346.1068,13,257.3928,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,41,3129.6064,10,312.9606,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,42,3388.7872,15,225.9191,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,43,3492.468,14,249.462,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,44,3730.8632,15,248.7242,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,45,3704.3516,15,246.9568,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,46,3532.8136,14,252.3438,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,47,3246.2676,11,295.1152,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,48,3463.1836,13,266.3987,
j10c5b1__A090.json,j10c5b1,A090,CostMinimising,ns:baselines.run_episode,49,3732.502,13,287.1155,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,0,3653.6144,18,202.9786,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,1,3748.9906,19,197.3153,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,2,3791.798,21,180.5618,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,3,3649.3362,23,158.6668,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,4,3453.7562,16,215.8598,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,5,3292.8504,16,205.8032,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,6,3311.0772,16,206.9423,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,7,3425.6728,19,180.2986,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,8,3585.2522,20,179.2626,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,9,3309.738,15,220.6492,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,10,3556.099,20,177.805,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,11,3463.6222,18,192.4235,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,12,3284.2168,15,218.9478,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,13,3703.1634,20,185.1582,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,14,3294.1576,16,205.8849,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,15,3263.4246,14,233.1018,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,16,3311.9152,17,194.8185,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,17,3614.6608,22,164.3028,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,18,3661.4906,21,174.3567,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,19,3491.921,20,174.5961,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,20,3725.4438,26,143.2863,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,21,3580.388,20,179.0194,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,22,3309.6294,16,206.8518,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,23,3293.262,15,219.5508,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,24,3679.5826,19,193.6622,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,25,3616.8954,21,172.2331,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,26,3467.2184,17,203.954,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,27,3213.0674,14,229.5048,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,28,3465.1632,20,173.2582,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,29,3667.525,21,174.644,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,30,3478.438,14,248.4599,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,31,3705.4046,20,185.2702,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,32,3339.841,16,208.7401,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,33,3531.7884,18,196.2105,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,34,3697.4842,19,194.6044,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,35,3652.8514,17,214.8736,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,36,3570.7808,18,198.3767,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,37,3601.8912,21,171.5186,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,38,3289.1896,16,205.5744,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,39,3485.8546,17,205.0503,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,40,3570.896,19,187.9419,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,41,3375.3164,14,241.094,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,42,3566.2572,18,198.1254,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,43,3617.1704,22,164.4168,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,44,3690.693,19,194.247,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,45,3657.5384,22,166.2517,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,46,3645.6016,18,202.5334,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,47,3291.6774,14,235.1198,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,48,3500.6114,14,250.0437,
j10c5b1__A090.json,j10c5b1,A090,Random,ns:baselines.run_episode,49,3947.3482,18,219.2971,
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,0,3639.7684,18,202.2094,26
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,1,3510.134,19,184.7439,30
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,2,3700.0474,22,168.184,35
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,3,3637.2378,21,173.2018,30
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,4,3058.0242,11,278.0022,31
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,5,3550.2214,17,208.8366,30
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,6,3448.0664,19,181.4772,34
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,7,3464.7424,18,192.4857,29
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,8,3764.3196,18,209.1289,36
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,9,3354.8182,15,223.6545,32
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,10,3432.6002,17,201.9177,32
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,11,3267.8666,15,217.8578,28
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,12,3626.8628,18,201.4924,27
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,13,3810.047,24,158.752,30
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,14,3500.288,18,194.4604,40
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,15,3418.1486,18,189.8971,31
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,16,3675.5236,22,167.0693,33
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,17,3508.1944,19,184.6418,32
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,18,3619.8034,21,172.3716,32
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,19,3288.6516,16,205.5407,30
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,20,3435.4264,19,180.8119,31
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,21,3373.283,17,198.4284,28
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,22,3766.9306,21,179.3776,38
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,23,3299.834,17,194.1079,38
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,24,3751.7506,19,197.4606,31
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,25,3914.5088,20,195.7254,29
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,26,3521.1506,17,207.1265,31
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,27,3263.4996,13,251.0384,39
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,28,3688.6592,23,160.3765,31
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,29,4017.4574,21,191.3075,37
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,30,3658.602,20,182.9301,31
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,31,3733.8756,21,177.8036,26
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,32,3368.6768,14,240.6198,37
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,33,3336.238,14,238.3027,39
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,34,3652.636,19,192.244,41
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,35,3488.7502,16,218.0469,35
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,36,3542.4644,18,196.8036,30
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,37,3612.5372,21,172.0256,29
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,38,3265.3616,16,204.0851,31
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,39,3665.4526,20,183.2726,24
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,40,3703.8186,21,176.3723,30
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,41,3362.7786,17,197.8105,22
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,42,3271.6022,15,218.1068,26
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,43,3629.2186,18,201.6233,47
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,44,3840.3932,22,174.5633,32
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,45,3513.1956,21,167.295,22
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,46,3726.4288,17,219.2017,38
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,47,3270.7004,12,272.5584,39
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,48,3529.7064,18,196.0948,31
j10c5b1__A090.json,j10c5b1,A090,VanillaTS,ns:run_sweep.run_bandit_episode,49,3699.9344,19,194.7334,28
j10c5b1__A090.json,j10c5b1,A090,HBQ,ns:run_sweep.run_bandit_episode,0,3625.854,19,190.8344,26
j10c5b1__A090.json,j10c5b1,A090,HBQ,ns:run_sweep.run_bandit_episode,1,3684.883,20,184.2442,30
j10c5b1__A090.json,j10c5b1,A090,HBQ,ns:run_sweep.run_bandit_episode,2,3675.0614,21,175.0029,35
j10c5b1__A090.json,j10c5b1,A090,HBQ,ns:run_sweep.run_bandit_episode,3,3460.7748,19,182.146,30
j10c5b1__A090.json,j10c5b1,A090,HBQ,ns:run_sweep.run_bandit_episode,4,3412.7808,15,227.5187,31
j10c5b1__A090.json,j10c5b1,A090,HBQ,ns:run_sweep.run_bandit_episode,5,3466.378,18,192.5766,30
j10c5b1__A090.json,j10c5b1,A090,HBQ,ns:run_sweep.run_bandit_episode,6,3760.8784,24,156.7033,34
j10c5b1__A090.json,j10c5b1,A090,HBQ,ns:run_sweep.run_bandit_episode,7,3513.4084,18,195.1894,29
